source	isbn	name	author	label
Paperbackshop-US	9780201715848	Practical Oracle8I	jonathan lewis	True
Books2Anywhere.com	9780201715848	Practical Oracle8I	jonathan lewis	True
Caiman	9780201715848	PRAC ORACLE8I(TM)	jonathan lewis	True
Papamedia.com	9780201715848	Practical Oracle 8i: Building Efficient Databases	jonathan lewis	True
paperbackworld.de	9780201715848	Practical Oracle8i(TM): Building Efficient Databases	jonathan lewis	True
Revaluation Books	9780201715848	Practical Oracle8I Building Efficient Databases	jonathan lewis	True
Limelight Bookshop	9780201715848	Practical Oracle8i: Building Efficient Databases	jonathan lewis	True
Mandala Books	9780201704471	Human-Computer Interaction in the New Millennium	carroll, john m.	True
AAAbooks4u	9780201704471	Human-Computer Interaction in the New Millennium	carroll, john	False
Technischer Overseas Pvt. Ltd.	9780201704471	Human Computer Interaction in the New Millennium	carroll	False
eCampus.com	9780201704471	Human-Computer Interaction in the New Millennium	not available	False
Harbor Book Cellar	9780201704471	HUMAN-COMPUTER INTERACTION IN THE NEW MILLENNIUM	carroll, john m.	True
textbooksNow	9780201704471	Human-Computer Interaction in the New Millennium	carroll	False
FredsBookHouse	9780201704471	Human-Computer Interaction in the New Millennium	carroll, john	False
Indoo.com	9780201704471	Human-Computer Interaction in the New Millennium	carroll, john m.	True
A1Books	9780201704471	Human-Computer Interaction in the New Millennium	carroll, john m.	True
textbookxdotcom	9780201704471	Human-Computer Interaction in the New Millennium	carroll, john m.	True
Paperbackshop-US	9780201704471	Human-Computer Interaction in the New Millennium	carroll, john m. (edt)	False
Caiman	9780201704471	HUMAN COMPUTER INTERACTION IN	carroll, john m.	True
paperbackworld.de	9780201704471	Human-Computer Interaction in the New Millennium	not available	False
Revaluation Books	9780201704471	Human-Computer Interaction in the New Millennium	carroll, john m. (edt)	False
BEST BARGAIN BOOKS	9780201699710	The ACE Programmer's Guide: Practical Design Patterns for Network and Systems Programming	stephen d. huston; james ce johnson; umar syyid	True
Indoo.com	9780201699710	ACE Programmer's Guide, The: Practical Design Patterns for Network and Systems Programming	huston, stephen d.johnson, james cesyyid, umar	False
A1Books	9780201699710	The ACE Programmerandapos;s Guide: Practical Design Patterns for Network and Systems Programming	stephen d. huston; james ce johnson; umar syyid	True
textbookxdotcom	9780201699710	The Ace Programmer's Guide Practical Design Patterns for Network and Systems Programming	stephen d. huston	False
Powell's  Books	9780201699710	Ace Programmers Guide Practical Design Patt	stephen d. huston	False
Caiman	9780201699710	ACE(R) PROGRAMMERS GD	stephen d. huston	False
paperbackworld.de	9780201699710	The ACE Programmers Guide.	stephen d. huston; james ce johnson; umar syyid	True
AlphaCraze.com	9780201699710	The ACE Programmer's Guide: Practical Design Patterns for Network and Systems Programming	stephen d. huston; james ce johnson; umar syyid	True
Browns Books	9780201699710	The The	stephen d. huston	False
Papamedia.com	9780201699710	The ACE Programmer's Guide: Practical Design Patterns for Network and Systems Programming	stephen d. huston	False
Books Down Under	9780201699710	ACE Programmers Guide, The: Practical Design Patterns for Network and Systems Programming	paul becker stephen d. huston john fuller james ce johnson	False
Books Down Under	9780201699710	The ACE Programmer's Guide: Practical Design Patterns for Network and Systems Programming	stephen d. huston; james ce johnson; umar syyid	True
Bobs Books	9780201699710	The ACE Programmer's Guide: Practical Design Patterns for Network and Systems Programming	stephen d. huston; james ce johnson; umar syyid	True
Versandantiquariat Robert A. Mueller	9780201699710	The ACE Programmers Guide. Practical Design Patterns for Network and Systems Programming.	stephen d. huston; james ce johnson; umar syyid	True
AHA-BUCH	9780201699710	The ACE Programmer's Guide, w. CD-ROM	stephen d. huston; james ce johnson; umar syyid	True
Marando.de Versandbuchhandlung	9780201699710	The ACE Programmer's Guide, w. CD-ROM	stephen d. huston; james ce johnson; umar syyid	True
Morgenstundt Buch & Kunst	9780201699710	Ace Programmer's Guide, The: Practical Design Patterns for Network and Systems Programming	stephen d. huston; james ce johnson; umar syyid	True
Striped Ostrich	9780201699710	The Ace Programmer's Guide : Practical Design Patterns for Network and Systems Programming	huston, stephen d./ johnson, james c. e./ syyid, u	False
TheBookCom	9780201699710	The Ace Programmer's Guide : Practical Design Patterns For Network And Systems Programming	stephen d. huston	False
Bobs Books	9780201699710	ACE Programmers Guide, The: Practical Design Patterns for Network and Systems Programming	paul becker stephen d. huston john fuller james ce johnson	False
Quartermelon	9780201699710	ACE PROGRAMMER'S GUIDE PRACTICAL DESIGN PATTERNS FOR NETWORK AND SYSTEMS PROGRAMMING	stephen d. huston; james ce johnson; umar syyid	True
Mellon's Books	9780201699710	ACE PROGRAMMER'S GUIDE	stephen d. huston	False
Blackwell Online	9780201699710	The Ace Programmer's Guide	stephen d. huston; james ce johnson; umar syyid	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780201699710	The Ace Programmer's Guide : Practical Design Patterns For Network And Systems Programming	stephen d. huston	False
Bobs Books	9780201699710	The ACE Programmers Guide: Practical Design Patterns for Network and Sy	huston stephen d. et al	False
Stratford Books	9780201699710	ACE PROGRAMMER'S GUIDE PRACTICAL DESIGN PATTERNS FOR NETWORK AND SYSTEMS PROGRAMMING	stephen d. huston; james ce johnson; umar syyid	True
THESAINTBOOKSTORE	9780201699710	The ACE Programmer's Guide: Practical Design Patterns for Network and Systems Programming	stephen d. huston; james ce johnson; umar syyid	True
Englishbookservice.com GTI GmbH	9780201699710	Ace Programmer's Guide, The: Practical Design Patterns for Network and Systems Programming	stephen d. huston; james ce johnson; umar syyid	True
Revaluation Books	9780201699710	ACE Programmer's Guide The:Practical Design Patterns for Network and Systems Programming	huston, stephen d./ johnson, james c. e./ syyid, u	False
Revaluation Books	9780201699710	The Ace Programmer's Guide Practical Design Patterns for Network and Systems Programming	huston, stephen d./ johnson, james c. e./ syyid, u	False
Revaluation Books	9780201699710	The Ace Programmer's Guide: Practical Design Patterns for Network and Systems Programming	stephen d. huston	False
Bobs Books	9780201699710	ACE PROGRAMMER'S GUIDE	stephen d. huston; james ce johnson; umar syyid	True
Limelight Bookshop	9780201699710	The ACE Programmer's Guide: Practical Design Patterns for Network and Systems Programming	stephen d. huston	False
Gunter Koppon	9780201699710	ACE Programmer's Guide: Practical Design Patterns for Network and Systems Prog..	huston stephen d. et al	False
Gunars Store	9780201699710	ACE Programmer's Guide: Practical Design Patterns for Network and Systems Prog..	huston stephen d. et al	False
Govind Garg	9780201634929	Win32 Programming (Addison-Wesley Advanced Windows Series)	brent e. rector, joseph m. newcomer	True
BooksRUs.biz	9780201634929	Win32 Programming (Addison-Wesley Advanced Windows Series)	brent e. rector, joseph m. newcomer	True
Beagle Books	9780201634929	Win32 Programming (Addison-Wesley Advanced Windows Series)	brent e. rector, joseph m. newcomer	True
BEST BARGAIN BOOKS	9780201634929	Win32 Programming (Addison-Wesley Advanced Windows Series) 2 Volume Set	brent e. rector, joseph m. newcomer	True
Chestnut Tree Books	9780201634929	Win32 Programming	brent e. rector, joseph m. newcomer	True
eCampus.com	9780201634929	Win32 Programming	brent e. rector, joseph m. newcomer	True
Bookmantra.com	9780201634929	Developing Win 32 Applications for Windows 95	brent e. rector, joseph m. newcomer	True
Indoo.com	9780201634929	Win32 Programming	brent e. rector, joseph m. newcomer	True
a2zbooks	9780201634929	Win32 Programming	brent e. rector, joseph m. newcomer	True
textbookxdotcom	9780201634929	Win32 Programming	brent e. rector	False
paperbackworld.de	9780201634929	Win32 Programming	brent e. rector, joseph m. newcomer	True
Versandantiquariat Robert A. Mueller	9780201634929	Win32 Programming.	brent e. rector, joseph m. newcomer	True
Morgenstundt Buch & Kunst	9780201634929	Win32 Programming	brent e. rector, joseph m. newcomer	True
Papamedia.com	9780201634929	Win32 Programming (Addison-Wesley Advanced Windows Series)	brent e. rector, joseph m. newcomer	True
Bobs Books	9780201634929	Win32 Programming: for Windows 95 &amp; Nt (advanced Windows)	rector brent &amp; newcomer joseph	False
Books Down Under	9780201634929	Win32 Programming	brent e. rector, joseph m. newcomer	True
Books Down Under	9780201634929	Win32 Programming: for Windows 95 &amp; Nt (advanced Windows)	not available	False
Bobs Books	9780201634929	Win32 Programming: for Windows 95 &amp; Nt (advanced Windows)	not available	False
Bobs Books	9780201634929	Win32 Programming	brent e. rector, joseph m. newcomer	True
Revaluation Books	9780201634929	Win32 Programming (Advanced Windows)	brent e. rector	False
Gunter Koppon	9780201634929	Win32 Programming: for Windows 95 &amp; Nt (advanced Windows)	rector brent &amp; newcomer joseph	False
Gunars Store	9780201634929	Win32 Programming: for Windows 95 &amp; Nt (advanced Windows)	rector brent &amp; newcomer joseph	False
Ensight Book Services	9780201633582	MFC Programming (Addison-Wesley Advanced Windows Series)	feuer	False
Indoo.com	9780201633582	MFC Programming	feuer, alan r.	True
A1Books	9780201633582	MFC Programming	feuer, alan r.	True
Bookmantra.com	9780201633582	MFC Programming - Obstetrics and Gynecology	feuer, alan,	False
textbookxdotcom	9780201633582	Mfc Programming	feuer, alan r.	True
a2zbooks	9780201633582	MFC Programming, w. CD-ROM	feuer, alan r.	True
Limelight Bookshop	9780201633582	MFC Programming	feuer, alan r.	True
International Books	9780201615924	Advanced Use Case Modeling : Software Systems (Paperback)	frank armour , granville miller	True
A1Books	9780201615924	Advanced Use Case Modeling: Software Systems	frank armour , granville miller	True
BEST BARGAIN BOOKS	9780201615924	Advanced Use Case Modeling: Software Systems	frank armour , granville miller	True
Bookmantra.com	9780201615924	Advanced Use Case Modeling - Software Systems	miller, granville,	False
Indoo.com	9780201615924	Advanced Use Case Modeling: Software Systems	armour, frankmiller, granville	False
Browns Books	9780201615924	Advanced Use Case Modelling	armour, frank	False
textbookxdotcom	9780201615924	Advanced Use Case Modeling Software Systems	armour, frank	False
Caiman	9780201615924	ADVD USE CASE MODELING	armour, frank	False
Powell's  Books	9780201615924	Advanced Use Case Modeling Software Sy	armour, frank	False
SWOOP	9780201615924	ADVANCED USE CASE MODELLING	armour, frank	False
The E	9780201615924	Advanced Use Case Modeling: Software Systems	frank armour , granville miller	True
happybook	9780201615924	Advanced Use Case Modeling: Software Systems	frank armour , granville miller	True
TheBookCom	9780201615924	Advanced Use Case Modelling Software Systems - V. 1	armour, frank	False
Quartermelon	9780201615924	ADVANCED USE CASE MODELLING SOFTWARE SYSTEMS	frank armour , granville miller	True
Mellon's Books	9780201615924	ADVANCED USE CASE MODELLING	armour, frank	False
Books2Anywhere.com	9780201615924	Advanced Use Case Modeling	frank armour , granville miller	True
Striped Ostrich	9780201615924	Advanced Use Case Modeling : Software Systems	frank armour , granville miller	True
THESAINTBOOKSTORE	9780201615924	Advanced Use Case Modeling: Software Systems	frank armour , granville miller	True
Blackwell Online	9780201615924	Advanced Use Case Modelling	frank armour , granville miller	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780201615924	Advanced Use Case Modelling Software Systems - V. 1	armour, frank	False
Papamedia.com	9780201615924	Advanced Use Case Modeling: Software Systems	frank armour , granville miller	True
The Book Depository	9780201615924	Advanced Use Case Modelling: v. 1	armour, frank	False
Stratford Books	9780201615924	ADVANCED USE CASE MODELLING SOFTWARE SYSTEMS	frank armour , granville miller	True
Revaluation Books	9780201615924	Advanced Use Case Modeling:Software Systems	frank armour , granville miller	True
paperbackworld.de	9780201615924	Advanced Use Case Modeling: Software Systems	frank armour , granville miller	True
Bobs Books	9780201615924	ADVANCED USE CASE MODELLING SOFTWARE SYSTEMS	armour, frank (adjunct professor, george mason university, usa)	False
Revaluation Books	9780201615924	Advanced Use Case Modeling Software Systems	frank armour , granville miller	True
Bobs Books	9780201615924	Advanced Use Case Modelling: v. 1	armour, frank	False
Limelight Bookshop	9780201615924	Advanced Use Case Modeling: Software Systems, Vol. 1	armour, frank	False
Hippo Books	9780201580438	On to C++	patrick henry winston	True
Great Buy Books	9780201580438	On to C++	patrick henry winston	True
GotBooks	9780201580438	On to C++	patrick henry winston	True
BetterWorld.com	9780201580438	On to C++	patrick henry winston	True
Textbook Recycle	9780201580438	On to C++	patrick henry winston	True
Pacific Book Exchange, LLC	9780201580438	On to C++	patrick henry winston	True
Beagle Books	9780201580438	On to C++	patrick henry winston	True
Bookbyte / Norwest Textbooks	9780201580438	On to C++, by Winston	patrick henry winston	True
Hometown Books	9780201580438	On to C++	patrick henry winston	True
happybook	9780201580438	On to C	patrick henry winston	True
Livres Bronx Books	9780201580438	On To C	winston	False
Powell's  Books	9780201580438	On To C++	winston, patrick h	False
Ham Books	9780201580438	On to C	patrick henry winston	True
textbooksNow	9780201580438	On to C++	winston	False
OPOE-ABE Books	9780201580438	ON TO C++	winston	False
Indoo.com	9780201580438	On to C++	patrick henry winston	True
textbookxdotcom	9780201580438	On to C	patrick henry winston	True
Caiman	9780201580438	ON TO C++	winston, patrick	False
Paperbackshop-US	9780201580438	On to C++	patrick henry winston	True
A1Books	9780201580438	On to C++	patrick henry winston	True
Papamedia.com	9780201580438	On to C++	patrick henry winston	True
Quartermelon	9780201580438	On to C++	winston, patrick	False
Revaluation Books	9780201580438	On to C++	patrick henry winston	True
Stratford Books	9780201580438	On to C++	winston, patrick	False
Bobs Books	9780201580438	On to C++ *aod* Cp	winston	False
Limelight Bookshop	9780201580438	On to C++	patrick henry winston	True
Gunter Koppon	9780201580438	On to C++ *aod* Cp	winston	False
Gunars Store	9780201580438	On to C++ *aod* Cp	winston	False
Arundel Books	9780201543303	Design and Evolution of C++, The	stroustrup, bjarne	True
allenac	9780201543303	The Design and Evolution of C++	stroustrup, bjarne	True
TranceWorks	9780201543303	The Design and Evolution of C++	stroustrup, bjarne	True
eCampus.com	9780201543303	Design and Evolution of C++, The	stroustrup, bjarne	True
Indoo.com	9780201543303	Design and Evolution of C++, The	stroustrup, bjarne	True
OPOE-ABE Books	9780201543303	DESIGN+EVOLUTION OF C++	stroustrup	False
Books2Anywhere.com	9780201543303	Design and Evolution of C++	stroustrup, bjarne	True
Odeon Books	9780201543303	The Design and Evolution of C++	stroustrup, bjarne	True
paperbackworld.de	9780201543303	The Design and Evolution of C++.	stroustrup, bjarne	True
Papamedia.com	9780201543303	The Design and Evolution of C++	stroustrup, bjarne	True
Marando.de Versandbuchhandlung	9780201543303	The Design and Evolution of C++	stroustrup, bjarne	True
AHA-BUCH	9780201543303	The Design and Evolution of C++	stroustrup, bjarne	True
Versandantiquariat Robert A. Mueller	9780201543303	The Design and Evolution of C++.	stroustrup, bjarne	True
Morgenstundt Buch & Kunst	9780201543303	Design and Evolution of C++, The	stroustrup, bjarne	True
Caiman	9780201543303	DESIGN &amp; EVOLUTION OF C++	stroustrup, bjarne	True
TheBookCom	9780201543303	The Design And Evolution Of C++	stroustrup, bjarne	True
Mellon's Books	9780201543303	DESIGN AND EVOLUTION OF C++	stroustrup, bjarne	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780201543303	The Design And Evolution Of C++	stroustrup, bjarne	True
Blackwell Online	9780201543303	The Design and Evolution of C++	stroustrup, bjarne	True
THESAINTBOOKSTORE	9780201543303	The Design and Evolution of C++	stroustrup, bjarne	True
The Book Depository	9780201543303	Design and Evolution of C++	stroustrup, bjarne	True
Revaluation Books	9780201543303	Design and Evolution of C++ The	stroustrup, bjarne	True
Limelight Bookshop	9780201543303	The Design and Evolution of C ++	stroustrup, bjarne	True
Frugal Media Corporation	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell mary campbell	True
Twice Read Books	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell mary campbell	True
BetterWorld.com	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell mary campbell	True
Rare Finds Books, Music, Etc.	9780201489163	STUDENT'S GUIDE TO DOING RESEARCH ON THE INTERNET	campbell, dave and mary	False
Zillions OF	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell mary campbell	True
Pacific Book Exchange, LLC	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell mary campbell	True
BookZone Illinois	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell mary campbell	True
Jerome McCarthy	9780201489163	Student's Guide to Doing Research on the Internet	campbell, mary; campbell, david r.	False
Bingo Books	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell mary campbell	True
bookscorner1	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell mary campbell	True
Mybooklocator	9780201489163	The Students Guide To Doing Research On The Internet	campbell	False
Powell's  Books	9780201489163	Students Guide To Doing Research on the Intern	campbell, d	False
a2zbooks	9780201489163	The Student's Guide to Doing Research on the Internet	campbell, mary; campbell, david r.	False
Indoo.com	9780201489163	Student's Guide to Doing Research on the Internet, The	campbell, davecampbell, mary	False
textbookxdotcom	9780201489163	The Student's Guide to Doing Research on the Internet	mary campbell	False
Shadow Books	9780201489163	The Student's Guide to Doing Research on the Internet	campbell, dave and mary	False
Books2Anywhere.com	9780201489163	The Student's Guide to Doing Research on the Inter	campbell, mary; campbell, david r.	False
Caiman	9780201489163	STUDENTS GT DOING RESEARCH ON	campbell, dave	False
Paperbackshop-US	9780201489163	The Student's Guide to Doing Research on the Inter	campbell, mary; campbell, david r.	False
A1Books	9780201489163	The Studentandapos;s Guide to Doing Research on the Internet	dave campbell mary campbell	True
Bookmantra.com	9780201489163	The Student*s Guide to Doing Research on the Internet - English in an International Context	dave campbell mary campbell	True
Quartermelon	9780201489163	The Student's Guide to Doing Research on the Internet	campbell, dave (author) campbell, mary v. (with) campbell, david r. (author)	False
THESAINTBOOKSTORE	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell mary campbell	True
paperbackworld.de	9780201489163	The Student's Guide to Doing Research on the Internet	dave campbell, david r. campbell	False
Papamedia.com	9780201489163	The Student's Guide to Doing Research on the Internet	campbell, dave	False
Stratford Books	9780201489163	The Student's Guide to Doing Research on the Internet	campbell, dave (author) campbell, mary v. (with) campbell, david r. (author)	False
Revaluation Books	9780201489163	The Student's Guide to Doing Research on the Internet	campbell, mary; campbell, david r.	False
Limelight Bookshop	9780201489163	The Student's Guide to Doing Research on the Internet	campbell, dave r.	False
International Books	978020140009X	An Introduction to the Analysis of Algorithms (Paperback)	robert sedgewick , philippe flajolet	True
allenac	978020140009X	An Introduction to the Analysis of Algorithms	robert sedgewick , philippe flajolet	True
The E	978020140009X	An Introduction to the Analysis of Algorithms	robert sedgewick , philippe flajolet	True
happybook	978020140009X	An Introduction to the Analysis of Algorithms	robert sedgewick , philippe flajolet	True
BOOKFORYOU	978020140009X	An Introduction to the Analysis of Algorithms	robert sedgewick , philippe flajolet	True
BetterWorld.com	978020140009X	An Introduction to the Analysis of Algorithms	robert sedgewick , philippe flajolet	True
Better World Books Sale	978020140009X	An Introduction to the Analysis of Algorithms	robert sedgewick , philippe flajolet	True
Bookmantra.com	978020140009X	An Introduction to the Analysis of Algorithms - Software Engineers and SoftwareReuse	sedgewick, robert;flajolet, philippe;gordon, peter,	False
Indoo.com	978020140009X	Introduction to the Analysis of Algorithms, An	sedgewick, robertflajolet, philippe	False
textbookxdotcom	978020140009X	An Introduction to the Analysis of Algorithms	robert sedgewick	False
Sandy Chong	978020140009X	Introduction to the Analysis of Algorithms	robert sedgewick , philippe flajolet	True
Limelight Bookshop	978020140009X	An Introduction to the Analysis of Algorithms	robert sedgewick	False
Govind Garg	9780201379236	STL Tutorial and Reference Guide: C++ Programming with the Standard Template Library (2nd Edition)	musser	False
Technischer Overseas Pvt. Ltd.	9780201379236	STL Tutorial &amp; Reference Guide	musser	False
textbooksNow	9780201379236	STL Tutorial &amp; Reference Guide	musser	False
JULIAN'S BOOKS	9780201379236	STL TUTORIAL AND REFERENCE GUIDE, SECOND EDITION C++ PROGRAMMING WITH THE STANDARD TEMPLATE LIBRARY	musser, david r. - gillmer j. derge - atul saini	True
eCampus.com	9780201379236	Stl Tutorial and Reference Guide: C++ Programming With the Standard Template Library	musser, david r. - gillmer j. derge - atul saini	True
Bookmantra.com	9780201379236	STL Tutorial and Reference Guide - C++ Programming with the Standard Template Library	musser, david r. - gillmer j. derge - atul saini	True
Cobain LLC	9780201379236	STL Tutorial and Reference Guide: C++ Programming with the Standard Template Library (2nd Edition)	musser, david r. - gillmer j. derge - atul saini	True
Indoo.com	9780201379236	STL Tutorial and Reference Guide: C++ Programming with the Standard Template Library	musser, david r. - gillmer j. derge - atul saini	True
OPOE-ABE Books	9780201379236	STL TUTORIAL+REFERENCE GUIDE	musser	False
A1Books	9780201379236	STL Tutorial and Reference Guide: C++ Programming with the Standard Template Library	musser, david r. - gillmer j. derge - atul saini	True
textbookxdotcom	9780201379236	Stl Tutorial and Reference Guide C++ Programming With the Standard Template Library	david r. musser	False
Caiman	9780201379236	STL TUTORIAL &amp; REF GD 2/E	david r. musser	False
Browns Books	9780201379236	The The	david r. musser	False
paperbackworld.de	9780201379236	The STL Tutorial and Reference Guide	musser, david r. - gillmer j. derge - atul saini	True
Versandantiquariat Robert A. Mueller	9780201379236	The STL Tutorial and Reference Guide. C++ Programming with the Standard Template Library.	musser, david r. - gillmer j. derge - atul saini	True
Morgenstundt Buch & Kunst	9780201379236	STL Tutorial and Reference Guide, The: C++ Programming with the Standard Template Library	musser, david r.; saini, atul	False
Papamedia.com	9780201379236	STL Tutorial and Reference Guide: C++ Programming with the Standard Template Library (2nd Edition)	david r. musser, et al	False
Quartermelon	9780201379236	STL TUTORIAL AND REFERENCE GUIDE C++ PROGRAMMING WITH THE STANDARD TEMPLATE LIBRARY	musser, david r. - gillmer j. derge - atul saini	True
Mellon's Books	9780201379236	STL TUTORIAL AND REFERENCE GUIDE	david r. musser	False
TheBookCom	9780201379236	The Stl Tutorial And Reference Guide : C++ Programming With The Standard Template Library	musser, david r.; (gillmer, j.derge - ed.)	False
Books Down Under	9780201379236	Stl Tutrl&amp; Ref Gd: C++ Progrmmg W/Stndard Tem	musser, david r. - gillmer j. derge - atul saini	True
Blackwell Online	9780201379236	The STL Tutorial and Reference Guide	musser, david r. - gillmer j. derge - atul saini	True
Bobs Books	9780201379236	Stl Tutrl&amp; Ref Gd: C++ Progrmmg W/Stndard Tem	musser, david r. - gillmer j. derge - atul saini	True
THESAINTBOOKSTORE	9780201379236	STL Tutorial and Reference Guide: C++ Programming with the Standard Template Library (2nd Edition)	musser, david r. - gillmer j. derge - atul saini	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780201379236	The Stl Tutorial And Reference Guide : C++ Programming With The Standard Template Library	musser, david r.; (gillmer, j.derge - ed.)	False
The Book Depository	9780201379236	STL Tutorial and Reference Guide	david r. musser	False
Stratford Books	9780201379236	STL TUTORIAL AND REFERENCE GUIDE C++ PROGRAMMING WITH THE STANDARD TEMPLATE LIBRARY	musser, david r. - gillmer j. derge - atul saini	True
Revaluation Books	9780201379236	STL Tutorial and Reference Guide:C++ Programming with the Standard Template Library	musser, david r. - gillmer j. derge - atul saini	True
Revaluation Books	9780201379236	The STL Tutorial and Reference Guide: C++ Programming with the Standard Template Library (Professional Computing)	david r. musser	False
Revaluation Books	9780201379236	Stl Tutorial and Reference Guide C++ Programming With the Standard Template Library	musser, david r. - gillmer j. derge - atul saini	True
Bobs Books	9780201379236	STL TUTORIAL AND REFERENCE GUIDE	musser, david r. - gillmer j. derge - atul saini	True
Limelight Bookshop	9780201379236	STL Tutorial and Reference Guide: C++ Programming with the Standard Template Library	david r. musser	False
Gunter Koppon	9780201379236	Stl Tutrl&amp; Ref Gd: C++ Progrmmg W/Stndard Tem	musser	False
Gunars Store	9780201379236	Stl Tutrl&amp; Ref Gd: C++ Progrmmg W/Stndard Tem	musser	False
Book Baron Anaheim	9780201310058	Effective Java Programming Language Guide	bloch, joshua, foreword by guy steele	False
Powell's  Books	9780201310058	Effective Java	bloch, joshua	True
Indoo.com	9780201310058	Effective Java(TM) Programming Language Guide	bloch, joshua	True
Caiman	9780201310058	EFFECTIVE JAVA(TM) PROGRAM -OS	bloch, joshua	True
A1Books	9780201310058	Effective Java(TM) Programming Language Guide	bloch, joshua	True
textbookxdotcom	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
Books Down Under	9780201310058	Effective Java&acirc;&#132;&cent; Programming Language Guide	bloch, joshua	True
Books Down Under	9780201310058	Effective Java Programming Language Guide	bloch, josh	False
Movies With A Smile	9780201310058	Effective Java(tm) Programming Language Guide	bloch, josh, and steele, guy l, jr. (foreword by)	False
Browns Books	9780201310058	Effective Java	bloch, josh	False
paperbackworld.de	9780201310058	Effective Java. Programming Language Guide.	bloch, joshua	True
Bobs Books	9780201310058	Effective Java Programming Language Guide	bloch, josh	False
AlphaCraze.com	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
DVD Legacy	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
Marando.de Versandbuchhandlung	9780201310058	Effective Java Programming Language	bloch, joshua	True
AHA-BUCH	9780201310058	Effective Java Programming Language	bloch, joshua	True
Morgenstundt Buch & Kunst	9780201310058	Effective Java	bloch, josh	False
Versandantiquariat Robert A. Mueller	9780201310058	Effective Java. Programming Language Guide.	bloch, joshua	True
Quartermelon	9780201310058	EFFECTIVE JAVA	bloch, josh	False
Bobs Books	9780201310058	Effective Java&acirc;&#132;&cent; Programming Language Guide	bloch, joshua	True
SWOOP	9780201310058	EFFECTIVE JAVA	bloch, josh	False
Sandy Chong	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
TheBookCom	9780201310058	Effective Java	bloch, josh	False
Papamedia.com	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
THESAINTBOOKSTORE	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
Mellon's Books	9780201310058	EFFECTIVE JAVA	bloch, josh	False
Striped Ostrich	9780201310058	Effective Java : Programming Language Guide	bloch, joshua	True
Stratford Books	9780201310058	EFFECTIVE JAVA	bloch, josh	False
FREE U.S. AIR SHIPPING @ thebookcompany	9780201310058	Effective Java	bloch, josh	False
Blackwell Online	9780201310058	Effective Java	bloch, josh	False
Quartermelon	9780201310058	Effective Java(tm) Programming Language Guide	bloch, josh, and steele, guy l, jr. (foreword by)	False
The Book Depository	9780201310058	Effective Java	bloch, josh	False
Revaluation Books	9780201310058	Effective Java&#153; Programming Language Guide	bloch, joshua	True
Bobs Books	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
Stratford Books	9780201310058	Effective Java(tm) Programming Language Guide	bloch, josh, and steele, guy l, jr. (foreword by)	False
Revaluation Books	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
Englishbookservice.com GTI GmbH	9780201310058	Effective Java	bloch, josh	False
Bobs Books	9780201310058	EFFECTIVE JAVA	bloch, josh	False
Bobs Books	9780201310058	Effective Java	bloch, josh	False
Gunars Store	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
Gunter Koppon	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
Limelight Bookshop	9780201310058	Effective Java Programming Language Guide	bloch, joshua	True
Pro Quo Books	9780201137445	Functional Programming : Practice and Theory	bruce j. maclennan	True
BookBuyers OnLine	9780201137445	Functional Programming: Practice and Theory	bruce j. maclennan	True
By Hand Books	9780201137445	Functional Programming: Practice and Theory	bruce j. maclennan	True
textbookxdotcom	9780201137445	Functional Programming Practice and Theory	bruce j. maclennan	True
paperbackworld.de	9780201137445	Functional Programming: Practice and Theory	bruce j. maclennan	True
Oakwood Books/ EMB Triad	9780131872893	Learning to Program with Alice	wanda p. dann, stephen cooper, randy pausch	True
eCampus.com	9780131872893	Learning To Program With Alice	wanda p. dann, stephen cooper, randy pausch	True
Bookbyte / Norwest Textbooks	9780131872893	Learning to Program with Alice, by Dann	wanda p. dann, stephen cooper, randy pausch	True
textbooksNow	9780131872893	Learning to Program w/Alice: Full Vers (w/CD)	dann	False
Bunches of Books	9780131872893	Learning to Program with Alice	wanda p. dann, stephen cooper, randy pausch	True
OPOE-ABE Books	9780131872893	LEARNING TO PROGRAM WITH ALICE-W/CD	dann	False
